Abbrev,Meas Date,Streamflow Value,Streamflow Meas Units,Streamflow Review Status,Streamflow Data Source,
"PLADENCO","10/31/2010","112.000000","cfs","A","DWR",
"PLADENCO","11/01/2010","105.000000","cfs","A","DWR",
"PLADENCO","11/02/2010","110.000000","cfs","A","DWR",
"PLADENCO","11/03/2010","121.000000","cfs","A","DWR",
"PLADENCO","11/04/2010","147.000000","cfs","A","DWR",
"PLADENCO","11/05/2010","156.000000","cfs","A","DWR",
"PLADENCO","11/06/2010","156.000000","cfs","A","DWR",
"PLADENCO","11/07/2010","157.000000","cfs","A","DWR",
"PLADENCO","11/08/2010","157.000000","cfs","A","DWR",
"PLADENCO","11/09/2010","242.000000","cfs","A","DWR",
"PLADENCO","11/10/2010","223.000000","cfs","A","DWR",
"PLADENCO","11/11/2010","191.000000","cfs","A","DWR",
"PLADENCO","11/12/2010","181.000000","cfs","A","DWR",
"PLADENCO","11/13/2010","160.000000","cfs","A","DWR",
"PLADENCO","11/14/2010","161.000000","cfs","A","DWR",
"PLADENCO","11/15/2010","163.000000","cfs","A","DWR",
"PLADENCO","11/16/2010","141.000000","cfs","A","DWR",
"PLADENCO","11/17/2010","133.000000","cfs","A","DWR",
"PLADENCO","11/18/2010","115.000000","cfs","A","DWR",
"PLADENCO","11/19/2010","112.000000","cfs","A","DWR",
"PLADENCO","11/20/2010","132.000000","cfs","A","DWR",
"PLADENCO","11/21/2010","145.000000","cfs","A","DWR",
"PLADENCO","11/22/2010","146.000000","cfs","A","DWR",
"PLADENCO","11/23/2010","119.000000","cfs","A","DWR",
"PLADENCO","11/24/2010","109.000000","cfs","A","DWR",
"PLADENCO","11/25/2010","108.000000","cfs","A","DWR",
"PLADENCO","11/26/2010","104.000000","cfs","A","DWR",
"PLADENCO","11/27/2010","104.000000","cfs","A","DWR",
"PLADENCO","11/28/2010","105.000000","cfs","A","DWR",
"PLADENCO","11/29/2010","107.000000","cfs","A","DWR",
"PLADENCO","11/30/2010","97.000000","cfs","A","DWR",
"PLADENCO","12/01/2010","94.000000","cfs","A","DWR",
"PLADENCO","12/02/2010","93.000000","cfs","A","DWR",
"PLADENCO","12/03/2010","167.000000","cfs","A","DWR",
"PLADENCO","12/04/2010","189.000000","cfs","A","DWR",
"PLADENCO","12/05/2010","192.000000","cfs","A","DWR",
"PLADENCO","12/06/2010","194.000000","cfs","A","DWR",
"PLADENCO","12/07/2010","151.000000","cfs","A","DWR",
"PLADENCO","12/08/2010","116.000000","cfs","A","DWR",
"PLADENCO","12/09/2010","101.000000","cfs","A","DWR",
"PLADENCO","12/10/2010","99.000000","cfs","A","DWR",
"PLADENCO","12/11/2010","104.000000","cfs","A","DWR",
"PLADENCO","12/12/2010","111.000000","cfs","A","DWR",
"PLADENCO","12/13/2010","114.000000","cfs","A","DWR",
"PLADENCO","12/14/2010","98.000000","cfs","A","DWR",
"PLADENCO","12/15/2010","93.000000","cfs","A","DWR",
"PLADENCO","12/16/2010","91.000000","cfs","A","DWR",
"PLADENCO","12/17/2010","90.000000","cfs","A","DWR",
"PLADENCO","12/18/2010","86.000000","cfs","A","DWR",
"PLADENCO","12/19/2010","89.000000","cfs","A","DWR",
"PLADENCO","12/20/2010","92.000000","cfs","A","DWR",
"PLADENCO","12/21/2010","87.000000","cfs","A","DWR",
"PLADENCO","12/22/2010","113.000000","cfs","A","DWR",
"PLADENCO","12/23/2010","140.000000","cfs","A","DWR",
"PLADENCO","12/24/2010","129.000000","cfs","A","DWR",
"PLADENCO","12/25/2010","122.000000","cfs","A","DWR",
"PLADENCO","12/26/2010","125.000000","cfs","A","DWR",
"PLADENCO","12/27/2010","130.000000","cfs","A","DWR",
"PLADENCO","12/28/2010","109.000000","cfs","A","DWR",
"PLADENCO","12/29/2010","88.000000","cfs","A","DWR",
"PLADENCO","12/30/2010","104.000000","cfs","A","DWR",
"PLADENCO","12/31/2010","122.000000","cfs","A","DWR",
"PLADENCO","01/01/2011","122.000000","cfs","A","DWR",
"PLADENCO","01/02/2011","131.000000","cfs","A","DWR",
"PLADENCO","01/03/2011","139.000000","cfs","A","DWR",
"PLADENCO","01/04/2011","111.000000","cfs","A","DWR",
"PLADENCO","01/05/2011","95.000000","cfs","A","DWR",
"PLADENCO","01/06/2011","108.000000","cfs","A","DWR",
"PLADENCO","01/07/2011","103.000000","cfs","A","DWR",
"PLADENCO","01/08/2011","103.000000","cfs","A","DWR",
"PLADENCO","01/09/2011","111.000000","cfs","A","DWR",
"PLADENCO","01/10/2011","111.000000","cfs","A","DWR",
"PLADENCO","01/11/2011","230.000000","cfs","A","DWR",
"PLADENCO","01/12/2011","246.000000","cfs","A","DWR",
"PLADENCO","01/13/2011","170.000000","cfs","A","DWR",
"PLADENCO","01/14/2011","171.000000","cfs","A","DWR",
"PLADENCO","01/15/2011","148.000000","cfs","A","DWR",
"PLADENCO","01/16/2011","139.000000","cfs","A","DWR",
"PLADENCO","01/17/2011","153.000000","cfs","A","DWR",
"PLADENCO","01/18/2011","138.000000","cfs","A","DWR",
"PLADENCO","01/19/2011","194.000000","cfs","A","DWR",
"PLADENCO","01/20/2011","201.000000","cfs","A","DWR",
"PLADENCO","01/21/2011","202.000000","cfs","A","DWR",
"PLADENCO","01/22/2011","163.000000","cfs","A","DWR",
"PLADENCO","01/23/2011","162.000000","cfs","A","DWR",
"PLADENCO","01/24/2011","161.000000","cfs","A","DWR",
"PLADENCO","01/25/2011","157.000000","cfs","A","DWR",
"PLADENCO","01/26/2011","159.000000","cfs","A","DWR",
"PLADENCO","01/27/2011","137.000000","cfs","A","DWR",
"PLADENCO","01/28/2011","134.000000","cfs","A","DWR",
"PLADENCO","01/29/2011","133.000000","cfs","A","DWR",
"PLADENCO","01/30/2011","134.000000","cfs","A","DWR",
"PLADENCO","01/31/2011","136.000000","cfs","A","DWR",
"PLADENCO","02/01/2011","128.000000","cfs","A","DWR",
"PLADENCO","02/02/2011","143.000000","cfs","A","DWR",
"PLADENCO","02/03/2011","148.000000","cfs","A","DWR",
"PLADENCO","02/04/2011","137.000000","cfs","A","DWR",
"PLADENCO","02/05/2011","148.000000","cfs","A","DWR",
"PLADENCO","02/06/2011","142.000000","cfs","A","DWR",
"PLADENCO","02/07/2011","141.000000","cfs","A","DWR",
"PLADENCO","02/08/2011","151.000000","cfs","A","DWR",
"PLADENCO","02/09/2011","159.000000","cfs","A","DWR",
"PLADENCO","02/10/2011","152.000000","cfs","A","DWR",
"PLADENCO","02/11/2011","160.000000","cfs","A","DWR",
"PLADENCO","02/12/2011","182.000000","cfs","A","DWR",
"PLADENCO","02/13/2011","263.000000","cfs","A","DWR",
"PLADENCO","02/14/2011","235.000000","cfs","A","DWR",
"PLADENCO","02/15/2011","217.000000","cfs","A","DWR",
"PLADENCO","02/16/2011","198.000000","cfs","A","DWR",
"PLADENCO","02/17/2011","196.000000","cfs","A","DWR",
"PLADENCO","02/18/2011","198.000000","cfs","A","DWR",
"PLADENCO","02/19/2011","198.000000","cfs","A","DWR",
"PLADENCO","02/20/2011","203.000000","cfs","A","DWR",
"PLADENCO","02/21/2011","198.000000","cfs","A","DWR",
"PLADENCO","02/22/2011","199.000000","cfs","A","DWR",
"PLADENCO","02/23/2011","145.000000","cfs","A","DWR",
"PLADENCO","02/24/2011","150.000000","cfs","A","DWR",
"PLADENCO","02/25/2011","148.000000","cfs","A","DWR",
"PLADENCO","02/26/2011","147.000000","cfs","A","DWR",
"PLADENCO","02/27/2011","146.000000","cfs","A","DWR",
"PLADENCO","02/28/2011","148.000000","cfs","A","DWR",
"PLADENCO","03/01/2011","142.000000","cfs","A","DWR",
"PLADENCO","03/02/2011","134.000000","cfs","A","DWR",
"PLADENCO","03/03/2011","137.000000","cfs","A","DWR",
"PLADENCO","03/04/2011","138.000000","cfs","A","DWR",
"PLADENCO","03/05/2011","151.000000","cfs","A","DWR",
"PLADENCO","03/06/2011","155.000000","cfs","A","DWR",
"PLADENCO","03/07/2011","163.000000","cfs","A","DWR",
"PLADENCO","03/08/2011","161.000000","cfs","A","DWR",
"PLADENCO","03/09/2011","133.000000","cfs","A","DWR",
"PLADENCO","03/10/2011","123.000000","cfs","A","DWR",
"PLADENCO","03/11/2011","109.000000","cfs","A","DWR",
"PLADENCO","03/12/2011","107.000000","cfs","A","DWR",
"PLADENCO","03/13/2011","129.000000","cfs","A","DWR",
"PLADENCO","03/14/2011","118.000000","cfs","A","DWR",
"PLADENCO","03/15/2011","176.000000","cfs","A","DWR",
"PLADENCO","03/16/2011","134.000000","cfs","A","DWR",
"PLADENCO","03/17/2011","111.000000","cfs","A","DWR",
"PLADENCO","03/18/2011","142.000000","cfs","A","DWR",
"PLADENCO","03/19/2011","145.000000","cfs","A","DWR",
"PLADENCO","03/20/2011","157.000000","cfs","A","DWR",
"PLADENCO","03/21/2011","149.000000","cfs","A","DWR",
"PLADENCO","03/22/2011","144.000000","cfs","A","DWR",
"PLADENCO","03/23/2011","142.000000","cfs","A","DWR",
"PLADENCO","03/24/2011","147.000000","cfs","A","DWR",
"PLADENCO","03/25/2011","145.000000","cfs","A","DWR",
"PLADENCO","03/26/2011","147.000000","cfs","A","DWR",
"PLADENCO","03/27/2011","149.000000","cfs","A","DWR",
"PLADENCO","03/28/2011","173.000000","cfs","A","DWR",
"PLADENCO","03/29/2011","162.000000","cfs","A","DWR",
"PLADENCO","03/30/2011","159.000000","cfs","A","DWR",
"PLADENCO","03/31/2011","151.000000","cfs","A","DWR",
"PLADENCO","04/01/2011","131.000000","cfs","A","DWR",
"PLADENCO","04/02/2011","191.000000","cfs","A","DWR",
"PLADENCO","04/03/2011","296.000000","cfs","A","DWR",
"PLADENCO","04/04/2011","275.000000","cfs","A","DWR",
"PLADENCO","04/05/2011","195.000000","cfs","A","DWR",
"PLADENCO","04/06/2011","181.000000","cfs","A","DWR",
"PLADENCO","04/07/2011","141.000000","cfs","A","DWR",
"PLADENCO","04/08/2011","129.000000","cfs","A","DWR",
"PLADENCO","04/09/2011","123.000000","cfs","A","DWR",
"PLADENCO","04/10/2011","123.000000","cfs","A","DWR",
"PLADENCO","04/11/2011","128.000000","cfs","A","DWR",
"PLADENCO","04/12/2011","135.000000","cfs","A","DWR",
"PLADENCO","04/13/2011","149.000000","cfs","A","DWR",
"PLADENCO","04/14/2011","275.000000","cfs","A","DWR",
"PLADENCO","04/15/2011","155.000000","cfs","A","DWR",
"PLADENCO","04/16/2011","137.000000","cfs","A","DWR",
"PLADENCO","04/17/2011","130.000000","cfs","A","DWR",
"PLADENCO","04/18/2011","130.000000","cfs","A","DWR",
"PLADENCO","04/19/2011","211.000000","cfs","A","DWR",
"PLADENCO","04/20/2011","127.000000","cfs","A","DWR",
"PLADENCO","04/21/2011","152.000000","cfs","A","DWR",
"PLADENCO","04/22/2011","113.000000","cfs","A","DWR",
"PLADENCO","04/23/2011","98.000000","cfs","A","DWR",
"PLADENCO","04/24/2011","121.000000","cfs","A","DWR",
"PLADENCO","04/25/2011","195.000000","cfs","A","DWR",
"PLADENCO","04/26/2011","138.000000","cfs","A","DWR",
"PLADENCO","04/27/2011","161.000000","cfs","A","DWR",
"PLADENCO","04/28/2011","141.000000","cfs","A","DWR",
"PLADENCO","04/29/2011","147.000000","cfs","A","DWR",
"PLADENCO","04/30/2011","152.000000","cfs","A","DWR",
"PLADENCO","05/01/2011","152.000000","cfs","A","DWR",
"PLADENCO","05/02/2011","154.000000","cfs","A","DWR",
"PLADENCO","05/03/2011","115.000000","cfs","A","DWR",
"PLADENCO","05/04/2011","96.000000","cfs","A","DWR",
"PLADENCO","05/05/2011","99.000000","cfs","A","DWR",
"PLADENCO","05/06/2011","94.000000","cfs","A","DWR",
"PLADENCO","05/07/2011","96.000000","cfs","A","DWR",
"PLADENCO","05/08/2011","98.000000","cfs","A","DWR",
"PLADENCO","05/09/2011","99.000000","cfs","A","DWR",
"PLADENCO","05/10/2011","93.000000","cfs","A","DWR",
"PLADENCO","05/11/2011","1070.000000","cfs","A","DWR",
"PLADENCO","05/12/2011","1210.000000","cfs","A","DWR",
"PLADENCO","05/13/2011","273.000000","cfs","A","DWR",
"PLADENCO","05/14/2011","188.000000","cfs","A","DWR",
"PLADENCO","05/15/2011","204.000000","cfs","A","DWR",
"PLADENCO","05/16/2011","155.000000","cfs","A","DWR",
"PLADENCO","05/17/2011","146.000000","cfs","A","DWR",
"PLADENCO","05/18/2011","395.000000","cfs","A","DWR",
"PLADENCO","05/19/2011","785.000000","cfs","A","DWR",
"PLADENCO","05/20/2011","708.000000","cfs","A","DWR",
"PLADENCO","05/21/2011","280.000000","cfs","A","DWR",
"PLADENCO","05/22/2011","268.000000","cfs","A","DWR",
"PLADENCO","05/23/2011","250.000000","cfs","A","DWR",
"PLADENCO","05/24/2011","312.000000","cfs","A","DWR",
"PLADENCO","05/25/2011","263.000000","cfs","A","DWR",
"PLADENCO","05/26/2011","319.000000","cfs","A","DWR",
"PLADENCO","05/27/2011","312.000000","cfs","A","DWR",
"PLADENCO","05/28/2011","235.000000","cfs","A","DWR",
"PLADENCO","05/29/2011","203.000000","cfs","A","DWR",
"PLADENCO","05/30/2011","199.000000","cfs","A","DWR",
"PLADENCO","05/31/2011","191.000000","cfs","A","DWR",
"PLADENCO","06/01/2011","183.000000","cfs","A","DWR",
"PLADENCO","06/02/2011","185.000000","cfs","A","DWR",
"PLADENCO","06/03/2011","182.000000","cfs","A","DWR",
"PLADENCO","06/04/2011","170.000000","cfs","A","DWR",
"PLADENCO","06/05/2011","170.000000","cfs","A","DWR",
"PLADENCO","06/06/2011","174.000000","cfs","A","DWR",
"PLADENCO","06/07/2011","201.000000","cfs","A","DWR",
"PLADENCO","06/08/2011","261.000000","cfs","A","DWR",
"PLADENCO","06/09/2011","177.000000","cfs","A","DWR",
"PLADENCO","06/10/2011","169.000000","cfs","A","DWR",
"PLADENCO","06/11/2011","170.000000","cfs","A","DWR",
"PLADENCO","06/12/2011","172.000000","cfs","A","DWR",
"PLADENCO","06/13/2011","187.000000","cfs","A","DWR",
"PLADENCO","06/14/2011","237.000000","cfs","A","DWR",
"PLADENCO","06/15/2011","162.000000","cfs","A","DWR",
"PLADENCO","06/16/2011","172.000000","cfs","A","DWR",
"PLADENCO","06/17/2011","165.000000","cfs","A","DWR",
"PLADENCO","06/18/2011","158.000000","cfs","A","DWR",
"PLADENCO","06/19/2011","183.000000","cfs","A","DWR",
"PLADENCO","06/20/2011","1490.000000","cfs","A","DWR",
"PLADENCO","06/21/2011","369.000000","cfs","A","DWR",
"PLADENCO","06/22/2011","272.000000","cfs","A","DWR",
"PLADENCO","06/23/2011","289.000000","cfs","A","DWR",
"PLADENCO","06/24/2011","300.000000","cfs","A","DWR",
"PLADENCO","06/25/2011","443.000000","cfs","A","DWR",
"PLADENCO","06/26/2011","482.000000","cfs","A","DWR",
"PLADENCO","06/27/2011","474.000000","cfs","A","DWR",
"PLADENCO","06/28/2011","447.000000","cfs","A","DWR",
"PLADENCO","06/29/2011","455.000000","cfs","A","DWR",
"PLADENCO","06/30/2011","553.000000","cfs","A","DWR",
"PLADENCO","07/01/2011","744.000000","cfs","A","DWR",
"PLADENCO","07/02/2011","667.000000","cfs","A","DWR",
"PLADENCO","07/03/2011","678.000000","cfs","A","DWR",
"PLADENCO","07/04/2011","664.000000","cfs","A","DWR",
"PLADENCO","07/05/2011","671.000000","cfs","A","DWR",
"PLADENCO","07/06/2011","712.000000","cfs","A","DWR",
"PLADENCO","07/07/2011","1350.000000","cfs","A","DWR",
"PLADENCO","07/08/2011","996.000000","cfs","A","DWR",
"PLADENCO","07/09/2011","460.000000","cfs","A","DWR",
"PLADENCO","07/10/2011","1030.000000","cfs","A","DWR",
"PLADENCO","07/11/2011","1320.000000","cfs","A","DWR",
"PLADENCO","07/12/2011","1570.000000","cfs","A","DWR",
"PLADENCO","07/13/2011","1770.000000","cfs","A","DWR",
"PLADENCO","07/14/2011","2340.000000","cfs","A","DWR",
"PLADENCO","07/15/2011","1700.000000","cfs","A","DWR",
"PLADENCO","07/16/2011","1320.000000","cfs","A","DWR",
"PLADENCO","07/17/2011","1240.000000","cfs","A","DWR",
"PLADENCO","07/18/2011","1090.000000","cfs","A","DWR",
"PLADENCO","07/19/2011","786.000000","cfs","A","DWR",
"PLADENCO","07/20/2011","792.000000","cfs","A","DWR",
"PLADENCO","07/21/2011","656.000000","cfs","A","DWR",
"PLADENCO","07/22/2011","508.000000","cfs","A","DWR",
"PLADENCO","07/23/2011","491.000000","cfs","A","DWR",
"PLADENCO","07/24/2011","375.000000","cfs","A","DWR",
"PLADENCO","07/25/2011","471.000000","cfs","A","DWR",
"PLADENCO","07/26/2011","491.000000","cfs","A","DWR",
"PLADENCO","07/27/2011","370.000000","cfs","A","DWR",
"PLADENCO","07/28/2011","256.000000","cfs","A","DWR",
"PLADENCO","07/29/2011","207.000000","cfs","A","DWR",
"PLADENCO","07/30/2011","279.000000","cfs","A","DWR",
"PLADENCO","07/31/2011","329.000000","cfs","A","DWR",
"PLADENCO","08/01/2011","334.000000","cfs","A","DWR",
"PLADENCO","08/02/2011","265.000000","cfs","A","DWR",
"PLADENCO","08/03/2011","389.000000","cfs","A","DWR",
"PLADENCO","08/04/2011","543.000000","cfs","A","DWR",
"PLADENCO","08/05/2011","567.000000","cfs","A","DWR",
"PLADENCO","08/06/2011","565.000000","cfs","A","DWR",
"PLADENCO","08/07/2011","619.000000","cfs","A","DWR",
"PLADENCO","08/08/2011","517.000000","cfs","A","DWR",
"PLADENCO","08/09/2011","369.000000","cfs","A","DWR",
"PLADENCO","08/10/2011","316.000000","cfs","A","DWR",
"PLADENCO","08/11/2011","247.000000","cfs","A","DWR",
"PLADENCO","08/12/2011","161.000000","cfs","A","DWR",
"PLADENCO","08/13/2011","147.000000","cfs","A","DWR",
"PLADENCO","08/14/2011","185.000000","cfs","A","DWR",
"PLADENCO","08/15/2011","288.000000","cfs","A","DWR",
"PLADENCO","08/16/2011","294.000000","cfs","A","DWR",
"PLADENCO","08/17/2011","325.000000","cfs","A","DWR",
"PLADENCO","08/18/2011","285.000000","cfs","A","DWR",
"PLADENCO","08/19/2011","261.000000","cfs","A","DWR",
"PLADENCO","08/20/2011","262.000000","cfs","A","DWR",
"PLADENCO","08/21/2011","188.000000","cfs","A","DWR",
"PLADENCO","08/22/2011","227.000000","cfs","A","DWR",
"PLADENCO","08/23/2011","206.000000","cfs","A","DWR",
"PLADENCO","08/24/2011","171.000000","cfs","A","DWR",
"PLADENCO","08/25/2011","170.000000","cfs","A","DWR",
"PLADENCO","08/26/2011","166.000000","cfs","A","DWR",
"PLADENCO","08/27/2011","168.000000","cfs","A","DWR",
"PLADENCO","08/28/2011","149.000000","cfs","A","DWR",
"PLADENCO","08/29/2011","148.000000","cfs","A","DWR",
"PLADENCO","08/30/2011","146.000000","cfs","A","DWR",
"PLADENCO","08/31/2011","155.000000","cfs","A","DWR",
"PLADENCO","09/01/2011","159.000000","cfs","A","DWR",
"PLADENCO","09/02/2011","142.000000","cfs","A","DWR",
"PLADENCO","09/03/2011","161.000000","cfs","A","DWR",
"PLADENCO","09/04/2011","143.000000","cfs","A","DWR",
"PLADENCO","09/05/2011","121.000000","cfs","A","DWR",
"PLADENCO","09/06/2011","117.000000","cfs","A","DWR",
"PLADENCO","09/07/2011","163.000000","cfs","A","DWR",
"PLADENCO","09/08/2011","139.000000","cfs","A","DWR",
"PLADENCO","09/09/2011","152.000000","cfs","A","DWR",
"PLADENCO","09/10/2011","154.000000","cfs","A","DWR",
"PLADENCO","09/11/2011","154.000000","cfs","A","DWR",
"PLADENCO","09/12/2011","149.000000","cfs","A","DWR",
"PLADENCO","09/13/2011","162.000000","cfs","A","DWR",
"PLADENCO","09/14/2011","308.000000","cfs","A","DWR",
"PLADENCO","09/15/2011","682.000000","cfs","A","DWR",
"PLADENCO","09/16/2011","210.000000","cfs","A","DWR",
"PLADENCO","09/17/2011","199.000000","cfs","A","DWR",
"PLADENCO","09/18/2011","188.000000","cfs","A","DWR",
"PLADENCO","09/19/2011","158.000000","cfs","A","DWR",
"PLADENCO","09/20/2011","139.000000","cfs","A","DWR",
"PLADENCO","09/21/2011","133.000000","cfs","A","DWR",
"PLADENCO","09/22/2011","141.000000","cfs","A","DWR",
"PLADENCO","09/23/2011","135.000000","cfs","A","DWR",
"PLADENCO","09/24/2011","128.000000","cfs","A","DWR",
"PLADENCO","09/25/2011","126.000000","cfs","A","DWR",
"PLADENCO","09/26/2011","128.000000","cfs","A","DWR",
"PLADENCO","09/27/2011","123.000000","cfs","A","DWR",
"PLADENCO","09/28/2011","120.000000","cfs","A","DWR",
"PLADENCO","09/29/2011","115.000000","cfs","A","DWR",
"PLADENCO","09/30/2011","115.000000","cfs","A","DWR",
"PLADENCO","10/01/2011","113.000000","cfs","A","DWR",
"PLADENCO","10/02/2011","117.000000","cfs","A","DWR",
"PLADENCO","10/03/2011","120.000000","cfs","A","DWR",
"PLADENCO","10/04/2011","119.000000","cfs","A","DWR",
"PLADENCO","10/05/2011","123.000000","cfs","A","DWR",
"PLADENCO","10/06/2011","115.000000","cfs","A","DWR",
"PLADENCO","10/07/2011","105.000000","cfs","A","DWR",
"PLADENCO","10/08/2011","559.000000","cfs","A","DWR",
"PLADENCO","10/09/2011","217.000000","cfs","A","DWR",
"PLADENCO","10/10/2011","145.000000","cfs","A","DWR",
"PLADENCO","10/11/2011","140.000000","cfs","A","DWR",
"PLADENCO","10/12/2011","137.000000","cfs","A","DWR",
"PLADENCO","10/13/2011","136.000000","cfs","A","DWR",
"PLADENCO","10/14/2011","131.000000","cfs","A","DWR",
"PLADENCO","10/15/2011","124.000000","cfs","A","DWR",
"PLADENCO","10/16/2011","114.000000","cfs","A","DWR",
"PLADENCO","10/17/2011","122.000000","cfs","A","DWR",
"PLADENCO","10/18/2011","122.000000","cfs","A","DWR",
"PLADENCO","10/19/2011","105.000000","cfs","A","DWR",
"PLADENCO","10/20/2011","106.000000","cfs","A","DWR",
"PLADENCO","10/21/2011","105.000000","cfs","A","DWR",
"PLADENCO","10/22/2011","103.000000","cfs","A","DWR",
"PLADENCO","10/23/2011","106.000000","cfs","A","DWR",
"PLADENCO","10/24/2011","102.000000","cfs","A","DWR",
"PLADENCO","10/25/2011","121.000000","cfs","A","DWR",
"PLADENCO","10/26/2011","487.000000","cfs","A","DWR",
"PLADENCO","10/27/2011","200.000000","cfs","A","DWR",
"PLADENCO","10/28/2011","139.000000","cfs","A","DWR",
"PLADENCO","10/29/2011","121.000000","cfs","A","DWR",
"PLADENCO","10/30/2011","122.000000","cfs","A","DWR",
"PLADENCO","10/31/2011","118.000000","cfs","A","DWR",
"PLADENCO","11/01/2011","105.000000","cfs","A","DWR",
"PLADENCO","11/02/2011","294.000000","cfs","A","DWR",
"PLADENCO","11/03/2011","204.000000","cfs","A","DWR",
"PLADENCO","11/04/2011","176.000000","cfs","A","DWR",
"PLADENCO","11/05/2011","173.000000","cfs","A","DWR",
"PLADENCO","11/06/2011","137.000000","cfs","A","DWR",
"PLADENCO","11/07/2011","118.000000","cfs","A","DWR",
"PLADENCO","11/08/2011","108.000000","cfs","A","DWR",
"PLADENCO","11/09/2011","103.000000","cfs","A","DWR",
"PLADENCO","11/10/2011","104.000000","cfs","A","DWR",
"PLADENCO","11/11/2011","101.000000","cfs","A","DWR",
"PLADENCO","11/12/2011","103.000000","cfs","A","DWR",
"PLADENCO","11/13/2011","99.000000","cfs","A","DWR",
"PLADENCO","11/14/2011","102.000000","cfs","A","DWR",
"PLADENCO","11/15/2011","98.000000","cfs","A","DWR",
"PLADENCO","11/16/2011","96.000000","cfs","A","DWR",
"PLADENCO","11/17/2011","99.000000","cfs","A","DWR",
"PLADENCO","11/18/2011","95.000000","cfs","A","DWR",
"PLADENCO","11/19/2011","90.000000","cfs","A","DWR",
"PLADENCO","11/20/2011","92.000000","cfs","A","DWR",
"PLADENCO","11/21/2011","91.000000","cfs","A","DWR",
"PLADENCO","11/22/2011","88.000000","cfs","A","DWR",
"PLADENCO","11/23/2011","89.000000","cfs","A","DWR",
"PLADENCO","11/24/2011","93.000000","cfs","A","DWR",
"PLADENCO","11/25/2011","95.000000","cfs","A","DWR",
"PLADENCO","11/26/2011","97.000000","cfs","A","DWR",
"PLADENCO","11/27/2011","100.000000","cfs","A","DWR",
"PLADENCO","11/28/2011","100.000000","cfs","A","DWR",
"PLADENCO","11/29/2011","98.000000","cfs","A","DWR",
"PLADENCO","11/30/2011","96.000000","cfs","A","DWR",
"PLADENCO","12/01/2011","139.000000","cfs","A","DWR",
"PLADENCO","12/02/2011","154.000000","cfs","A","DWR",
"PLADENCO","12/03/2011","146.000000","cfs","A","DWR",
"PLADENCO","12/04/2011","131.000000","cfs","A","DWR",
"PLADENCO","12/05/2011","121.000000","cfs","A","DWR",
"PLADENCO","12/06/2011","112.000000","cfs","A","DWR",
"PLADENCO","12/07/2011","124.000000","cfs","A","DWR",
"PLADENCO","12/08/2011","124.000000","cfs","A","DWR",
"PLADENCO","12/09/2011","124.000000","cfs","A","DWR",
"PLADENCO","12/10/2011","120.000000","cfs","A","DWR",
"PLADENCO","12/11/2011","118.000000","cfs","A","DWR",
"PLADENCO","12/12/2011","118.000000","cfs","A","DWR",
"PLADENCO","12/13/2011","115.000000","cfs","A","DWR",
"PLADENCO","12/14/2011","118.000000","cfs","A","DWR",
"PLADENCO","12/15/2011","118.000000","cfs","A","DWR",
"PLADENCO","12/16/2011","112.000000","cfs","A","DWR",
"PLADENCO","12/17/2011","108.000000","cfs","A","DWR",
"PLADENCO","12/18/2011","108.000000","cfs","A","DWR",
"PLADENCO","12/19/2011","111.000000","cfs","A","DWR",
"PLADENCO","12/20/2011","114.000000","cfs","A","DWR",
"PLADENCO","12/21/2011","113.000000","cfs","A","DWR",
"PLADENCO","12/22/2011","118.000000","cfs","A","DWR",
"PLADENCO","12/23/2011","121.000000","cfs","A","DWR",
"PLADENCO","12/24/2011","139.000000","cfs","A","DWR",
"PLADENCO","12/25/2011","138.000000","cfs","A","DWR",
"PLADENCO","12/26/2011","131.000000","cfs","A","DWR",
"PLADENCO","12/27/2011","129.000000","cfs","A","DWR",
"PLADENCO","12/28/2011","142.000000","cfs","A","DWR",
"PLADENCO","12/29/2011","218.000000","cfs","A","DWR",
"PLADENCO","12/30/2011","176.000000","cfs","A","DWR",
"PLADENCO","12/31/2011","162.000000","cfs","A","DWR",
"PLADENCO","01/01/2012","124.000000","cfs","A","DWR",
"PLADENCO","01/02/2012","110.000000","cfs","A","DWR",
"PLADENCO","01/03/2012","107.000000","cfs","A","DWR",
"PLADENCO","01/04/2012","104.000000","cfs","A","DWR",
"PLADENCO","01/05/2012","128.000000","cfs","A","DWR",
"PLADENCO","01/06/2012","171.000000","cfs","A","DWR",
"PLADENCO","01/07/2012","209.000000","cfs","A","DWR",
"PLADENCO","01/08/2012","223.000000","cfs","A","DWR",
"PLADENCO","01/09/2012","218.000000","cfs","A","DWR",
"PLADENCO","01/10/2012","178.000000","cfs","A","DWR",
"PLADENCO","01/11/2012","171.000000","cfs","A","DWR",
"PLADENCO","01/12/2012","169.000000","cfs","A","DWR",
"PLADENCO","01/13/2012","169.000000","cfs","A","DWR",
"PLADENCO","01/14/2012","144.000000","cfs","A","DWR",
"PLADENCO","01/15/2012","137.000000","cfs","A","DWR",
"PLADENCO","01/16/2012","133.000000","cfs","A","DWR",
"PLADENCO","01/17/2012","130.000000","cfs","A","DWR",
"PLADENCO","01/18/2012","195.000000","cfs","A","DWR",
"PLADENCO","01/19/2012","208.000000","cfs","A","DWR",
"PLADENCO","01/20/2012","211.000000","cfs","A","DWR",
"PLADENCO","01/21/2012","166.000000","cfs","A","DWR",
"PLADENCO","01/22/2012","164.000000","cfs","A","DWR",
